idx,good_or_not,quality,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
idx_10307,good,6,9.9,0.41,3.2,0.995,166.0,41.0,0.057999999999999996,6.7,0.24,0.4,7.3
idx_10308,good,7,10.4,0.42,3.2,0.9927,134.0,30.0,0.036000000000000004,4.9,0.27,0.33,6.2
idx_10310,good,7,11.5,0.71,3.4,0.9917,100.0,16.0,0.035,2.1,0.27,0.36,6.1
idx_10312,good,6,10.0,0.45,3.36,0.9954,149.0,37.0,0.042,3.7,0.41,0.25,7.8
idx_10313,good,6,10.0,0.63,3.29,0.9941,166.0,51.0,0.038,6.7,0.21,0.36,5.7
idx_10314,not,5,10.0,0.62,3.29,0.9941,167.0,50.0,0.04,6.6,0.21,0.34,5.8
idx_10315,good,6,9.1,0.44,3.09,0.9934,127.0,42.0,0.132,1.1,0.6,0.28,6.8
idx_10316,good,6,10.6,0.38,3.21,0.9927,134.0,34.0,0.031,4.7,0.34,0.25,6.8
idx_10318,good,7,11.5,0.43,3.52,0.9933,133.0,19.0,0.03,7.85,0.47,0.3,5.9
idx_10320,good,7,10.3,0.61,3.61,0.9927,65.0,15.0,0.040999999999999995,1.1,0.24,0.1,6.0
idx_10321,not,5,10.5,0.37,3.19,0.9938,135.0,36.0,0.031,7.7,0.35,0.24,6.6
idx_10323,good,6,10.4,0.36,3.16,0.9946,137.0,35.0,0.031,9.3,0.44,0.28,6.8
idx_10324,not,5,11.4,0.55,3.02,0.993,207.0,11.0,0.046,2.0,0.51,0.41,8.3
idx_10326,good,6,10.0,0.6,2.96,0.9976,216.0,38.0,0.04,15.15,0.41,0.26,7.9
idx_10327,good,6,10.0,0.65,3.19,0.9944,143.0,37.0,0.039,6.3,0.23,0.34,6.4
idx_10328,good,6,9.6,0.5,3.23,0.9978,195.0,55.0,0.042,15.4,0.35,0.28,6.5
idx_10329,not,5,10.4,0.51,3.17,0.992,85.0,33.0,0.036000000000000004,1.3,0.41,0.21,7.2
idx_10332,good,6,11.8,0.4,3.28,0.9906,91.0,16.0,0.033,1.8,0.3,0.23,6.3
idx_10334,not,5,10.8,0.38,3.25,0.9923,80.0,12.0,0.031,5.7,0.26,0.26,5.6
idx_10335,good,6,11.8,0.4,3.28,0.9906,91.0,16.0,0.033,1.8,0.3,0.23,6.3
idx_10336,good,6,11.2,0.42,3.32,0.991,105.0,15.0,0.036000000000000004,1.5,0.33,0.23,6.3
idx_10337,good,6,9.3,0.42,3.28,0.9972,170.0,55.0,0.045,12.3,0.27,0.27,5.8
idx_10338,not,5,10.4,0.53,3.45,0.9945,139.0,12.0,0.047,1.3,0.4,0.26,5.9
idx_10339,good,7,10.2,0.85,3.43,0.9934,141.0,49.0,0.049,1.5,0.35,0.18,6.6
idx_10340,good,7,9.0,0.55,3.19,0.9964,153.0,27.0,0.045,7.8,0.43,0.2,7.4
idx_10341,good,6,10.0,0.54,3.2,0.9948,129.0,17.0,0.047,1.5,0.36,0.24,8.0
idx_10342,good,6,9.1,0.47,3.18,0.9962,140.0,30.0,0.044000000000000004,9.7,0.42,0.26,6.4
idx_10343,not,5,10.0,0.76,3.29,0.9931,144.0,46.0,0.053,3.0,0.47,0.31,5.4
idx_10344,good,6,10.0,0.75,3.29,0.993,145.0,47.0,0.052000000000000005,3.0,0.47,0.29,5.4
idx_10346,good,7,11.2,0.51,3.36,0.9906,68.0,20.0,0.031,1.3,0.1,0.34,5.6
idx_10347,good,6,8.8,0.44,3.2,0.9995,155.0,75.0,0.055999999999999994,15.6,0.41,0.19,6.7
idx_10348,good,6,10.0,0.5,3.15,0.998,118.0,38.0,0.052000000000000005,13.6,0.46,0.18,7.8
idx_10349,not,5,10.0,0.47,3.15,0.997,137.0,56.0,0.054000000000000006,11.2,0.45,0.17,7.6
idx_10351,good,7,11.9,0.3,3.03,0.992,138.0,32.0,0.038,6.85,0.4,0.33,7.3
idx_10353,good,7,11.9,0.3,3.03,0.992,138.0,32.0,0.038,6.85,0.4,0.33,7.3
idx_10354,good,6,9.6,0.57,3.25,0.9937,245.0,38.5,0.047,4.4,0.42,0.4,5.8
idx_10355,good,6,9.0,0.38,2.89,0.9978,191.0,48.0,0.063,14.3,0.37,0.22,7.3
idx_10356,good,6,9.0,0.38,2.89,0.9978,191.0,48.0,0.063,14.3,0.37,0.22,7.3
idx_10357,good,6,9.5,0.78,3.15,0.9927,169.0,24.0,0.05,1.1,0.33,0.36,6.1
idx_10358,good,6,10.4,0.42,3.0,0.9940000000000001,152.0,19.0,0.05,1.4,0.39,0.2,10.0
idx_10359,good,6,10.6,0.59,3.2,0.9935,161.0,43.0,0.04,4.7,0.34,0.24,6.9
idx_10360,good,6,10.2,0.5,3.28,0.9968,162.0,54.0,0.047,14.9,0.32,0.24,6.4
idx_10362,good,6,9.7,0.39,3.4,0.9942,127.0,40.0,0.05,5.3,0.3,0.15,6.8
idx_10364,good,7,11.4,0.42,3.49,0.9923,102.0,18.0,0.037000000000000005,2.3,0.4,0.16,6.8
idx_10365,good,7,12.3,0.71,3.4,0.9912,113.0,29.0,0.027999999999999997,3.5,0.32,0.26,6.0
idx_10366,good,6,10.8,0.62,3.49,0.9923,143.0,40.0,0.08900000000000001,1.5,0.27,0.18,6.0
idx_10368,good,6,10.6,0.64,3.17,0.9931,178.0,36.0,0.049,2.3,0.48,0.29,7.7
idx_10369,not,5,11.6,0.29,3.17,0.9941,72.0,26.0,0.044000000000000004,12.5,0.35,0.39,7.1
idx_10371,good,6,10.6,0.64,3.17,0.9931,178.0,36.0,0.049,2.3,0.48,0.29,7.7
idx_10372,not,5,10.0,0.56,3.34,0.9934,204.0,17.0,0.048,0.8,0.19,0.905,6.6
idx_10373,good,6,9.2,0.51,3.1,0.9936,149.0,30.0,0.048,2.4,0.27,0.27,7.2
idx_10374,good,7,12.5,0.38,3.51,0.9893,89.0,18.0,0.027000000000000003,1.6,0.22,0.33,5.1
idx_10375,good,7,12.5,0.38,3.51,0.9893,89.0,18.0,0.027000000000000003,1.6,0.22,0.33,5.1
idx_10377,good,7,10.0,0.46,3.15,0.9924,98.0,21.0,0.045,1.4,0.44,0.2,7.3
idx_10378,good,6,10.0,0.64,3.22,0.9927,155.0,17.0,0.049,2.6,0.5,0.32,5.7
idx_10379,good,7,10.4,0.51,3.32,0.9919,119.0,12.0,0.037000000000000005,1.5,0.28,0.31,6.4
idx_10380,good,7,10.0,0.46,3.15,0.9924,98.0,21.0,0.045,1.4,0.44,0.2,7.3
idx_10382,good,6,9.2,0.53,3.12,0.9969,157.0,26.0,0.051,9.6,0.28,0.35,7.5
idx_10383,good,6,9.2,0.51,3.1,0.9936,149.0,30.0,0.048,2.4,0.27,0.27,7.2
idx_10384,good,7,11.3,0.39,3.38,0.991,125.0,20.0,0.027000000000000003,3.2,0.39,0.36,6.0
idx_10385,good,7,12.5,0.38,3.51,0.9893,89.0,18.0,0.027000000000000003,1.6,0.22,0.33,5.1
idx_10386,good,7,10.8,0.39,3.48,0.9906,115.0,24.0,0.026000000000000002,1.5,0.56,0.17,5.0
idx_10388,good,6,9.7,0.46,3.39,0.995,140.0,29.0,0.047,5.4,0.32,0.21,6.7
idx_10389,good,7,9.3,0.61,3.18,0.9983,181.0,60.0,0.032,14.9,0.38,0.3,7.0
idx_10390,good,7,9.3,0.61,3.18,0.9983,181.0,60.0,0.032,14.9,0.38,0.3,7.0
idx_10391,not,5,10.6,0.46,3.1,0.9916,66.0,13.0,0.031,1.1,0.32,0.36,6.5
idx_10392,good,6,10.2,0.47,3.36,0.9957,125.0,19.0,0.031,9.8,0.15,0.55,6.1
idx_10393,good,6,12.2,0.56,3.08,0.99,69.0,20.0,0.021,2.0,0.43,0.24,7.3
idx_10394,not,5,8.8,0.44,3.19,0.9976,163.0,62.0,0.044000000000000004,11.8,0.51,0.37,6.8
idx_10395,not,5,10.0,0.41,3.18,0.992,168.0,87.0,0.04,1.3,0.12,0.27,6.8
idx_10397,good,6,11.4,0.5,3.46,0.9917,107.0,35.0,0.037000000000000005,1.5,0.4,0.2,6.3
idx_10398,not,5,9.4,0.44,3.35,0.9993,168.0,52.0,0.048,18.2,0.27,0.26,5.9
idx_10399,good,6,11.7,0.41,3.3,0.9908,83.0,32.0,0.032,2.9,0.42,0.19,6.4
idx_10400,good,6,11.4,0.5,3.46,0.9917,107.0,35.0,0.037000000000000005,1.5,0.4,0.2,6.3
idx_10401,not,5,8.8,0.44,3.19,0.9976,163.0,62.0,0.044000000000000004,11.8,0.51,0.37,6.8
idx_10403,not,5,8.7,0.56,3.07,1.0,252.0,55.0,0.046,18.2,0.31,0.27,7.1
idx_10404,good,6,12.6,0.66,3.24,0.9918,170.0,33.0,0.035,6.3,0.31,0.22,6.8
idx_10405,not,5,10.0,0.41,3.18,0.992,168.0,87.0,0.04,1.3,0.12,0.27,6.8
idx_10406,good,7,12.8,0.39,3.39,0.9896,99.0,40.0,0.031,4.0,0.34,0.28,5.8
idx_10407,not,5,9.4,0.51,3.17,0.9932,125.0,13.0,0.049,1.2,0.24,0.49,6.9
idx_10408,good,6,10.3,0.53,3.26,0.992,116.0,26.0,0.044000000000000004,1.2,0.39,0.14,6.3
idx_10409,not,5,11.4,0.39,3.09,0.9917,93.0,30.0,0.031,1.8,0.42,0.28,8.2
idx_10410,good,6,9.0,0.47,2.97,0.9999,155.0,42.0,0.038,18.95,0.39,0.25,7.2
idx_10412,not,5,10.5,0.5,3.16,0.9918,85.0,32.0,0.036000000000000004,1.2,0.39,0.19,7.2
idx_10413,not,5,10.5,0.5,3.16,0.9918,85.0,32.0,0.036000000000000004,1.2,0.39,0.19,7.2
idx_10414,good,6,9.0,0.47,2.97,0.9999,155.0,42.0,0.038,18.95,0.39,0.25,7.2
idx_10416,good,6,9.8,0.33,3.19,0.9927,99.0,27.0,0.040999999999999995,1.2,0.27,0.21,7.4
idx_10418,good,6,9.8,0.33,3.19,0.9927,99.0,27.0,0.040999999999999995,1.2,0.27,0.21,7.4
idx_10419,good,6,10.5,0.56,3.31,0.9929,137.0,33.0,0.05,1.6,0.28,0.31,7.4
idx_10420,good,7,12.7,0.37,3.16,0.9898,136.0,41.0,0.03,2.7,0.31,0.22,7.0
idx_10422,good,6,10.4,0.54,3.25,0.9954,221.0,37.0,0.045,8.6,0.28,0.21,7.0
idx_10423,good,6,10.4,0.54,3.25,0.9954,221.0,37.0,0.045,8.6,0.28,0.21,7.0
idx_10424,good,7,10.5,0.52,3.34,0.9954,162.0,47.0,0.047,8.3,0.38,0.23,6.9
idx_10425,good,6,10.4,0.54,3.25,0.9954,222.0,37.0,0.045,8.7,0.28,0.21,7.0
idx_10426,good,6,10.4,0.54,3.25,0.9954,221.0,37.0,0.045,8.6,0.28,0.21,7.0
idx_10427,not,5,9.4,0.45,3.09,0.9974,194.0,48.0,0.053,13.3,0.5,0.29,6.8
idx_10429,not,5,9.3,0.49,3.1,0.9978,197.0,54.0,0.055999999999999994,13.6,0.47,0.31,7.1
idx_10430,not,5,9.4,0.45,3.09,0.9974,194.0,48.0,0.053,13.3,0.5,0.29,6.8
idx_10431,not,5,9.8,0.38,3.21,0.9927,84.0,19.0,0.048,1.1,0.1,0.34,6.4
idx_10432,good,7,9.9,0.61,3.18,0.9934,214.0,73.5,0.045,2.3,0.34,0.155,7.4
idx_10433,not,4,9.2,0.57,3.07,0.9938,151.0,16.0,0.10800000000000001,1.5,0.09,0.55,7.2
idx_10434,good,8,12.1,0.47,3.35,0.9922,104.0,31.0,0.027999999999999997,7.1,0.36,0.23,7.0
idx_10435,good,7,12.2,0.49,3.38,0.992,97.0,24.0,0.027000000000000003,6.2,0.37,0.2,6.9
idx_10436,not,5,9.8,0.6,3.27,0.9935,218.5,23.0,0.042,2.5,0.32,0.28,6.1
idx_10438,good,7,9.9,0.61,3.18,0.9934,214.0,73.5,0.045,2.3,0.34,0.155,7.4
idx_10439,not,5,9.2,0.54,3.26,0.9934,108.0,23.0,0.06,1.2,0.04,0.35,6.2
idx_10441,good,6,10.4,0.69,3.3,0.9938,137.0,25.0,0.033,6.6,0.2,0.38,6.1
idx_10442,good,8,12.9,0.65,3.43,0.9898,126.0,54.0,0.026000000000000002,2.2,0.28,0.25,6.0
idx_10443,good,6,9.3,0.54,3.26,0.9975,245.0,54.0,0.048,12.2,0.44,0.52,6.6
idx_10444,good,6,11.0,0.33,3.2,0.9975,139.0,40.0,0.031,20.8,0.36,0.24,6.9
idx_10445,not,3,11.5,0.4,3.24,0.9937,66.0,16.0,0.038,11.0,0.32,0.32,7.1
idx_10446,not,5,12.4,0.42,3.53,0.9914,156.0,30.0,0.054000000000000006,2.6,0.27,0.28,5.8
idx_10447,good,6,9.8,0.53,3.44,0.9982,113.0,24.0,0.048,14.0,0.24,0.41,6.5
idx_10448,good,6,9.8,0.53,3.44,0.9982,113.0,24.0,0.048,14.0,0.24,0.41,6.5
idx_10449,good,7,10.5,0.56,3.48,0.9929,127.0,34.0,0.052000000000000005,1.6,0.29,0.28,6.4
idx_10450,not,5,9.1,0.54,3.03,0.9971,174.0,21.0,0.07,9.9,0.2,0.6,7.2
idx_10451,not,5,10.1,0.44,3.24,0.9921,128.0,34.0,0.038,1.2,0.25,0.2,6.1
idx_10452,good,7,10.6,0.51,3.46,0.9931,160.0,27.0,0.042,2.7,0.14,0.46,5.9
idx_10453,good,7,10.5,0.51,3.41,0.9924,113.0,32.0,0.046,1.6,0.27,0.27,6.0
idx_10454,good,7,10.5,0.56,3.48,0.9929,127.0,34.0,0.052000000000000005,1.6,0.29,0.28,6.4
idx_10455,good,6,9.8,0.53,3.44,0.9982,113.0,24.0,0.048,14.0,0.24,0.41,6.4
idx_10456,good,7,12.9,0.4,3.3,0.9892,82.0,11.0,0.022000000000000002,1.5,0.31,0.23,6.3
idx_10457,not,5,9.5,0.52,2.95,0.9956,111.0,26.0,0.055999999999999994,8.6,0.27,0.21,7.1
idx_10458,good,6,9.8,0.72,3.29,0.9924,218.5,31.0,0.053,1.0,0.32,0.37,6.0
idx_10459,not,5,8.5,0.5,3.37,0.9971,249.0,83.0,0.059000000000000004,9.1,0.35,0.43,6.1
idx_10460,not,5,9.5,0.52,2.95,0.9956,111.0,26.0,0.055999999999999994,8.6,0.27,0.21,7.1
idx_10462,not,5,9.5,0.38,3.35,0.9973,162.0,50.0,0.047,12.4,0.19,0.25,5.9
idx_10463,good,6,9.4,0.39,3.17,0.9932,68.0,15.0,0.044000000000000004,2.2,0.21,0.32,6.8
idx_10465,not,5,8.9,0.46,2.95,0.9962,126.0,34.0,0.081,10.0,0.58,0.21,6.3
idx_10467,good,6,9.4,0.39,3.17,0.9932,68.0,15.0,0.044000000000000004,2.2,0.21,0.32,6.8
idx_10468,not,5,8.7,0.5,3.16,0.9976,178.0,66.0,0.047,11.0,0.62,0.39,7.2
idx_10469,not,5,9.6,0.52,3.09,0.9992,182.0,59.0,0.047,18.15,0.53,0.29,7.2
idx_10470,good,6,9.3,0.73,3.0,0.9983,158.0,21.0,0.039,12.15,0.7,0.37,8.6
idx_10471,not,5,10.0,0.76,3.14,0.9937,200.0,34.0,0.036000000000000004,3.4,0.34,0.38,6.5
idx_10473,good,7,9.6,0.48,3.36,0.9944,132.0,34.0,0.034,4.8,0.31,0.17,7.0
idx_10475,not,5,9.5,0.61,3.03,0.9965,227.0,55.0,0.028999999999999998,11.0,0.51,0.24,7.0
idx_10476,good,7,12.4,0.39,2.99,0.9893,105.0,42.0,0.027999999999999997,1.1,0.36,0.28,7.4
idx_10477,good,6,10.5,0.55,3.11,0.9927,115.0,29.0,0.037000000000000005,1.5,0.28,0.22,7.0
idx_10478,good,6,9.2,0.58,2.97,0.9940000000000001,165.0,21.0,0.073,1.7,0.13,0.55,7.1
idx_10479,good,6,10.4,0.56,3.32,0.9928,164.0,67.0,0.040999999999999995,1.7,0.33,0.22,6.3
idx_10480,not,5,9.2,0.6,3.22,0.9964,172.0,31.0,0.043,8.9,0.34,0.47,6.7
idx_10481,good,6,10.6,0.51,3.33,0.9917,104.0,45.0,0.047,1.3,0.41,0.36,5.9
idx_10483,not,5,9.2,0.6,3.22,0.9964,172.0,31.0,0.043,8.9,0.34,0.47,6.7
idx_10484,not,5,9.6,0.58,3.29,0.9954,200.0,79.0,0.34600000000000003,6.6,0.3,0.37,6.2
idx_10486,good,6,9.7,0.51,3.46,0.9928,117.0,43.0,0.025,1.5,0.37,0.16,6.0
idx_10487,good,6,10.7,0.42,3.1,0.9916,90.0,32.0,0.035,1.3,0.28,0.34,6.6
idx_10488,good,6,10.5,0.68,3.34,0.9936,180.0,53.0,0.045,1.6,0.29,0.29,7.4
idx_10489,good,6,8.9,0.45,3.13,0.9962,177.0,52.0,0.047,7.6,0.31,0.26,7.4
idx_10490,good,6,12.1,0.46,3.09,0.9899,70.0,8.0,0.035,1.0,0.36,0.28,7.0
idx_10491,good,7,12.7,0.4,3.25,0.9898,65.0,12.0,0.032,1.6,0.39,0.23,7.1
idx_10492,good,6,9.9,0.46,3.18,0.996,182.0,42.0,0.039,8.9,0.26,0.19,7.8
idx_10493,good,6,11.4,0.64,3.2,0.9907,158.0,28.0,0.022000000000000002,1.8,0.28,0.19,6.3
idx_10494,good,6,10.7,0.58,3.37,0.9940000000000001,103.0,27.0,0.04,4.7,0.38,0.2,6.8
idx_10496,not,4,8.6,0.49,3.08,0.9976,189.0,70.0,0.040999999999999995,10.8,0.62,0.4,7.2
idx_10498,not,5,10.0,0.66,3.27,0.992,174.0,13.0,0.04,1.0,0.34,0.335,5.7
idx_10500,good,6,9.5,0.49,3.08,0.9990000000000001,200.0,54.0,0.045,16.7,0.54,0.28,7.2
idx_10502,good,6,9.9,0.62,3.2,0.9937,210.0,8.0,0.038,2.25,0.3,0.3,6.4
idx_10503,not,5,9.9,0.62,3.19,0.9937,210.0,8.0,0.037000000000000005,2.25,0.29,0.3,6.5
idx_10504,good,6,8.9,0.53,3.06,0.998,140.0,46.0,0.053,12.2,0.31,0.18,7.8
idx_10505,good,6,8.9,0.53,3.06,0.998,140.0,46.0,0.053,12.2,0.31,0.18,7.8
idx_10506,not,5,8.8,0.52,3.01,0.9944,135.0,7.0,0.09,3.3,0.26,0.51,7.3
idx_10507,good,7,10.0,0.54,3.64,0.9938,170.0,40.0,0.048,1.9,0.27,0.24,6.0
idx_10508,good,6,12.0,0.44,3.44,0.9907,152.0,55.0,0.039,3.5,0.28,0.62,5.9
idx_10509,good,7,10.0,0.54,3.64,0.9938,170.0,40.0,0.048,1.9,0.27,0.24,6.0
idx_10510,good,6,10.0,0.42,3.21,0.9921,138.0,62.0,0.040999999999999995,1.3,0.12,0.27,6.7
idx_10511,good,6,12.1,0.41,3.11,0.9908,167.0,8.0,0.042,1.8,0.35,0.34,7.8
idx_10512,good,6,11.0,0.59,3.16,0.9931,141.0,31.0,0.04,5.2,0.36,0.26,7.3
idx_10513,good,6,11.2,0.33,3.21,0.9915,55.0,27.0,0.025,1.4,0.33,0.36,7.4
idx_10514,good,7,10.3,0.39,3.17,0.9952,115.0,34.0,0.036000000000000004,9.0,0.32,0.28,7.8
idx_10516,not,5,9.1,0.45,3.08,0.9934,154.0,47.0,0.055,1.6,0.37,0.18,6.8
idx_10517,good,6,10.4,0.6,3.0,0.992,154.0,49.0,0.045,1.7,0.42,0.15,7.4
idx_10518,good,6,10.8,0.64,3.43,0.9918,78.0,20.0,0.05,1.9,0.28,0.13,5.9
idx_10519,not,5,11.7,0.4,3.19,0.9942,41.0,7.0,0.048,12.6,0.34,0.34,7.2
idx_10520,not,5,9.8,0.74,3.05,0.9942,143.0,8.0,0.039,2.1,0.26,0.19,7.9
idx_10522,good,6,11.4,0.39,3.03,0.9901,101.0,22.0,0.038,1.3,0.4,0.25,6.9
idx_10524,not,5,11.4,0.34,3.37,0.9902,72.0,6.0,0.038,1.0,0.37,0.35,5.6
idx_10525,good,6,9.2,0.45,3.09,0.9934,140.0,24.0,0.114,3.3,0.39,0.32,5.9
idx_10526,not,4,12.5,0.53,3.04,0.9906,29.0,3.0,0.04,5.0,0.46,0.31,7.2
idx_10527,good,6,12.6,0.44,3.36,0.9898,116.0,32.0,0.034,1.8,0.22,0.28,6.1
idx_10528,good,6,12.2,0.35,3.44,0.9896,104.0,24.0,0.031,1.6,0.02,0.36,5.2
idx_10529,good,6,11.2,0.45,3.56,0.9922,112.0,19.0,0.03,4.5,0.47,0.19,5.6
idx_10530,good,6,9.7,0.79,3.43,0.9947,103.0,31.0,0.048,4.9,0.35,0.1,6.4
idx_10531,not,5,9.3,0.4,3.06,0.9945,150.0,64.0,0.18600000000000003,4.0,0.48,0.18,6.4
idx_10532,good,6,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
idx_10533,good,6,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
idx_10534,good,6,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
idx_10535,not,5,9.1,0.51,3.09,0.9987,171.0,54.0,0.047,15.3,0.51,0.345,7.9
idx_10536,not,5,9.1,0.51,3.09,0.9987,171.0,54.0,0.047,15.3,0.51,0.345,7.9
idx_10537,good,6,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
idx_10538,not,5,10.4,0.54,3.31,0.992,61.0,22.0,0.045,1.5,0.3,0.24,6.1
idx_10539,good,6,9.5,0.67,3.37,0.9955,211.0,41.0,0.053,4.55,0.24,0.25,6.8
idx_10540,not,4,11.4,0.55,3.46,0.9953,175.0,10.0,0.04,9.9,0.31,0.31,6.7
idx_10541,not,5,8.7,0.42,3.16,0.9976,192.0,76.0,0.05,10.4,0.65,0.46,7.2
idx_10542,good,6,9.9,0.68,3.34,0.992,167.0,14.0,0.045,1.1,0.35,0.35,5.5
idx_10546,good,6,9.7,0.64,3.49,0.9958,172.0,38.0,0.039,7.2,0.24,0.26,6.3
idx_10547,good,6,11.8,0.49,3.3,0.9922,87.0,10.0,0.052000000000000005,1.9,0.42,0.22,7.7
idx_10549,not,5,8.7,0.42,3.16,0.9976,192.0,76.0,0.05,10.4,0.65,0.46,7.2
idx_10550,good,7,9.6,0.52,3.07,0.9976,168.0,40.0,0.05,13.6,0.51,0.3,7.0
idx_10551,good,7,11.3,0.37,2.93,0.9916,93.0,31.0,0.026000000000000002,1.2,0.34,0.25,9.2
idx_10552,good,7,12.1,0.38,3.0,0.9901,118.0,32.0,0.027999999999999997,1.6,0.34,0.28,7.8
idx_10553,good,7,9.6,0.52,3.07,0.9976,168.0,40.0,0.05,13.6,0.51,0.3,7.0
idx_10554,good,7,12.1,0.38,3.0,0.9901,118.0,32.0,0.027999999999999997,1.6,0.34,0.28,7.8
idx_10555,good,7,11.3,0.37,2.93,0.9916,93.0,31.0,0.026000000000000002,1.2,0.34,0.25,9.2
idx_10556,not,5,9.4,0.65,2.98,0.9982,160.0,22.0,0.046,12.2,0.71,0.35,8.4
idx_10557,good,6,10.4,0.5,3.32,0.993,137.0,16.0,0.049,1.6,0.24,0.41,6.1
idx_10558,not,5,9.5,0.39,3.25,0.9969,165.0,53.0,0.044000000000000004,12.1,0.24,0.21,5.9
idx_10560,good,7,9.9,0.74,3.12,0.9953,150.0,31.0,0.049,9.1,0.42,0.21,6.7
idx_10561,not,5,10.1,0.48,3.24,0.9924,128.0,39.0,0.057,1.6,0.1,0.37,5.9
idx_10562,good,6,9.2,0.63,3.09,0.9969,184.0,39.0,0.063,8.8,0.27,0.34,7.7
idx_10563,good,7,10.4,0.77,3.08,0.9928,135.0,16.0,0.046,1.4,0.22,0.3,7.4
idx_10564,not,5,9.1,0.42,3.2,0.9945,165.0,38.0,0.066,4.2,0.3,0.51,6.8
idx_10565,good,6,10.0,0.47,3.12,0.9967,99.0,28.0,0.059000000000000004,10.3,0.38,0.22,7.8
idx_10566,good,6,11.5,0.39,3.13,0.9944,37.0,6.0,0.051,12.4,0.34,0.35,7.2
idx_10567,not,5,9.8,0.61,3.08,0.9928,153.0,59.0,0.048,2.2,0.5,0.26,6.0
idx_10568,good,6,9.8,0.6,3.08,0.9929,154.0,61.0,0.05,2.2,0.51,0.26,6.1
idx_10569,good,6,9.4,0.69,3.19,0.9948,179.0,44.0,0.04,5.2,0.27,0.28,6.5
idx_10570,not,5,8.7,0.46,3.05,0.9976,194.0,77.0,0.051,10.8,0.66,0.41,7.4
idx_10571,good,7,11.6,0.41,3.32,0.9912,107.0,26.0,0.038,2.7,0.29,0.28,6.5
idx_10572,not,5,8.8,0.56,3.04,0.9987,181.0,44.0,0.047,16.3,0.54,0.34,6.7
idx_10573,good,7,12.7,0.39,3.16,0.99,151.0,49.0,0.032,2.7,0.34,0.2,7.2
idx_10574,good,7,11.7,0.44,3.17,0.991,138.0,39.0,0.035,1.9,0.33,0.2,7.4
idx_10575,good,6,10.2,0.5,3.13,0.9933,185.0,47.0,0.047,1.8,0.3,0.22,8.2
idx_10576,good,6,10.2,0.5,3.13,0.9933,187.0,47.0,0.047,1.8,0.29,0.23,8.2
idx_10577,good,7,12.7,0.38,3.15,0.9899,153.0,48.0,0.033,2.8,0.33,0.22,7.1
idx_10578,good,7,11.6,0.41,3.32,0.9912,107.0,26.0,0.038,2.7,0.29,0.28,6.5
idx_10579,good,7,12.3,0.38,3.38,0.9912,134.0,42.0,0.034,6.0,0.26,0.38,6.0
idx_10580,not,5,8.7,0.46,3.05,0.9976,194.0,77.0,0.051,10.8,0.66,0.41,7.4
idx_10581,not,5,9.4,0.39,3.35,0.9940000000000001,111.0,25.0,0.042,4.2,0.22,0.18,5.7
idx_10582,good,6,10.1,0.35,3.13,0.9947,168.0,44.0,0.055999999999999994,6.4,0.22,0.3,7.3
idx_10583,good,6,9.7,0.36,2.86,0.9954,81.0,26.0,0.042,10.7,0.22,0.24,7.4
idx_10584,good,7,10.1,0.51,3.42,0.993,134.0,32.0,0.046,1.6,0.3,0.25,6.6
idx_10585,good,6,9.7,0.36,2.86,0.9954,81.0,26.0,0.042,10.7,0.22,0.24,7.4
idx_10586,good,6,8.9,0.48,3.13,0.9963,157.0,38.0,0.049,7.9,0.3,0.26,7.4
idx_10587,good,7,10.8,0.5,3.47,0.992,136.0,37.0,0.034,1.7,0.25,0.32,6.1
idx_10588,good,7,10.8,0.49,3.42,0.9926,121.0,42.0,0.036000000000000004,2.1,0.27,0.28,6.9
idx_10589,good,6,9.5,0.58,3.19,0.995,136.0,25.0,0.04,5.8,0.33,0.23,7.0
idx_10590,not,5,9.1,0.44,2.94,0.9983,148.0,6.0,0.059000000000000004,14.5,0.5,0.31,7.1
idx_10591,good,6,10.9,0.49,3.32,0.992,119.0,48.0,0.037000000000000005,1.2,0.37,0.2,7.3
idx_10592,not,5,9.4,0.52,3.2,0.9968,152.0,28.0,0.043,10.1,0.33,0.41,6.9
idx_10593,not,5,10.8,0.28,2.97,0.9905,131.0,10.0,0.03,1.1,0.07,0.45,6.4
idx_10594,not,5,10.8,0.29,2.97,0.9904,131.0,9.0,0.03,1.0,0.06,0.475,6.4
idx_10595,good,7,10.5,0.5,3.45,0.9926,140.0,7.0,0.051,0.9,0.38,0.27,6.3
idx_10596,not,5,9.4,0.52,3.2,0.9968,152.0,28.0,0.043,10.1,0.33,0.41,6.9
idx_10597,good,6,10.8,0.44,3.17,0.9928,127.0,26.0,0.034,4.9,0.37,0.29,7.0
idx_10599,good,7,11.5,0.68,3.08,0.9909,55.0,14.0,0.036000000000000004,1.4,0.4,0.19,6.9
idx_10601,good,6,10.8,0.38,2.88,0.9914,106.0,31.0,0.045,1.4,0.4,0.24,7.2
idx_10602,not,5,10.8,0.28,2.97,0.9905,131.0,10.0,0.03,1.1,0.07,0.45,6.4
