ID,age,job,marital,default,returned,loan,coupon_used_in_last6_month,coupon_used_in_last_month,coupon_ind
612,50,admin.,married,no,yes,yes,3,3,0
613,45,admin.,divorced,no,no,no,1,0,0
614,24,management,single,no,no,no,2,0,0
615,52,admin.,divorced,no,yes,yes,1,0,0
616,51,blue-collar,married,no,yes,no,1,0,0
617,58,services,married,no,no,no,2,1,0
618,60,services,married,no,no,no,1,1,0
619,34,management,married,no,yes,yes,1,0,0
620,31,unemployed,single,no,no,no,2,0,0
621,55,blue-collar,married,no,no,no,1,0,0
622,27,admin.,single,no,yes,yes,2,0,0
623,59,self-employed,married,no,yes,no,2,2,0
624,38,blue-collar,married,no,yes,no,4,0,0
625,28,technician,single,no,yes,no,2,0,0
626,28,services,married,no,yes,yes,1,0,0
627,55,management,married,no,no,no,2,0,0
628,32,management,single,no,no,no,7,0,0
629,35,blue-collar,married,no,no,no,2,0,0
630,48,management,divorced,no,yes,no,2,2,0
631,57,retired,married,no,no,no,2,0,0
632,50,unemployed,divorced,no,no,no,6,0,0
633,55,retired,divorced,no,yes,no,1,1,0
634,41,technician,married,no,yes,no,1,0,0
635,40,self-employed,married,no,yes,no,2,0,0
636,46,admin.,single,no,yes,no,2,0,0
637,55,services,married,no,no,no,1,0,0
638,30,admin.,married,no,yes,no,2,0,0
639,49,services,married,no,yes,no,2,1,0
640,34,technician,married,no,no,no,8,0,0
641,46,admin.,single,no,yes,no,1,1,0
642,31,blue-collar,single,no,yes,no,1,0,0
643,29,self-employed,married,no,no,no,14,0,0
644,29,technician,single,no,yes,no,1,0,0
645,46,blue-collar,married,yes,no,no,2,0,0
646,53,management,married,no,yes,yes,3,0,0
647,48,admin.,married,no,no,no,1,0,0
648,36,management,married,no,yes,no,1,0,0
649,51,management,single,no,yes,no,2,2,0
650,27,management,single,no,no,no,1,0,0
651,55,retired,married,no,no,yes,2,0,0
652,25,services,married,no,yes,no,4,0,0
653,35,management,single,no,no,yes,1,0,0
654,30,blue-collar,divorced,no,yes,no,3,0,0
655,60,blue-collar,married,no,no,no,4,0,0
656,49,management,married,no,yes,no,1,0,0
657,31,services,single,no,yes,no,2,0,0
658,27,blue-collar,single,no,yes,no,2,0,0
659,38,admin.,married,no,no,no,3,0,0
660,59,technician,married,no,no,no,2,0,0
661,47,blue-collar,married,no,no,no,6,0,0
662,57,management,married,no,no,no,4,0,0
663,33,admin.,single,no,yes,yes,1,0,0
664,32,management,single,no,yes,no,1,1,0
665,37,technician,single,no,yes,no,3,0,0
666,34,management,married,no,no,no,2,0,0
667,34,management,single,no,yes,no,6,0,0
668,38,services,married,no,yes,no,1,0,0
669,31,admin.,married,no,yes,no,1,0,0
670,52,management,single,no,no,yes,1,0,0
671,39,management,married,no,yes,no,23,0,0
672,55,blue-collar,married,no,no,yes,2,0,0
673,57,management,married,no,no,yes,1,0,0
674,43,services,married,no,yes,yes,3,0,0
675,42,services,married,no,no,no,2,0,0
676,46,blue-collar,married,no,no,no,3,0,0
677,37,housemaid,married,no,no,no,12,0,0
678,35,technician,divorced,no,yes,no,1,0,0
679,29,management,single,no,yes,no,1,1,0
680,57,management,married,no,no,yes,1,0,0
681,38,blue-collar,married,no,yes,yes,2,0,0
682,37,entrepreneur,married,no,no,no,3,0,0
683,40,management,married,no,yes,no,2,0,0
684,36,entrepreneur,married,yes,yes,no,1,0,0
685,33,services,single,no,no,yes,1,0,0
686,49,unemployed,married,no,no,yes,1,0,0
687,40,services,divorced,no,no,no,2,0,0
688,30,blue-collar,single,no,yes,no,3,0,0
689,83,retired,married,no,no,no,1,1,0
690,33,management,single,no,no,no,1,0,0
691,28,management,single,no,no,yes,1,0,0
692,34,blue-collar,married,no,yes,no,1,1,0
693,35,services,divorced,no,no,no,1,0,0
694,44,services,single,no,yes,no,6,6,0
695,60,housemaid,married,no,no,no,3,0,0
696,46,admin.,married,no,no,yes,11,0,0
697,42,entrepreneur,single,no,yes,no,5,0,0
698,33,entrepreneur,married,no,yes,no,2,0,0
699,33,technician,divorced,no,yes,no,1,0,0
700,53,services,married,no,no,no,10,0,0
701,42,technician,married,no,yes,yes,3,3,0
702,29,admin.,single,no,no,no,1,0,0
703,48,blue-collar,married,no,no,no,7,0,0
704,38,blue-collar,married,no,yes,no,2,0,0
705,34,technician,married,no,yes,yes,2,1,0
706,57,technician,married,no,no,no,11,0,0
707,31,blue-collar,married,no,yes,yes,2,0,0
708,60,management,married,no,no,no,2,0,0
709,45,blue-collar,married,no,yes,yes,19,0,0
710,32,technician,single,no,yes,no,8,0,0
711,40,services,married,no,no,no,2,0,0
712,28,self-employed,single,no,yes,no,1,0,0
713,39,management,married,no,yes,no,8,0,0
714,36,services,married,no,yes,yes,1,0,0
715,28,admin.,single,no,yes,no,2,0,0
716,24,blue-collar,single,no,yes,no,2,0,0
717,40,admin.,married,no,no,no,2,0,0
718,31,technician,single,no,no,no,2,0,0
719,49,blue-collar,married,no,yes,no,2,0,0
720,35,admin.,single,no,no,yes,1,0,0
721,42,technician,married,no,no,no,1,1,0
722,51,blue-collar,married,no,no,no,6,0,0
723,30,unemployed,single,no,no,no,5,0,0
724,41,blue-collar,married,no,yes,no,1,1,0
725,55,admin.,married,no,no,no,1,0,0
726,57,technician,married,no,no,no,2,0,0
727,49,management,divorced,no,yes,no,2,1,0
728,41,technician,single,no,no,no,2,2,0
729,37,services,single,no,yes,no,1,1,0
730,32,unemployed,single,no,yes,no,2,0,0
731,38,management,married,no,no,no,2,0,0
732,45,entrepreneur,married,yes,no,yes,1,0,0
733,26,blue-collar,single,no,yes,yes,5,0,0
734,32,services,married,no,no,no,3,0,0
735,45,blue-collar,married,no,no,no,10,0,0
736,33,admin.,married,no,yes,no,3,0,0
737,30,management,single,no,no,yes,13,0,0
738,73,retired,married,no,no,no,2,2,0
739,34,admin.,single,no,no,yes,1,1,0
740,36,management,single,no,no,no,5,0,0
741,30,management,married,no,no,no,4,0,0
742,44,blue-collar,married,no,yes,no,1,0,0
743,40,blue-collar,married,no,yes,no,3,0,0
744,43,admin.,married,no,no,no,1,0,0
745,50,management,married,no,no,no,2,0,0
746,39,services,single,no,yes,no,2,0,0
747,34,services,married,no,no,no,2,2,0
748,30,blue-collar,married,no,yes,yes,4,0,0
749,56,technician,married,no,yes,yes,1,0,0
750,50,blue-collar,divorced,no,yes,no,4,0,0
751,52,services,married,no,yes,no,3,0,0
752,36,management,single,no,yes,no,2,1,0
753,36,blue-collar,married,no,yes,yes,1,1,0
754,36,management,single,no,no,no,2,0,0
755,28,management,single,no,no,no,1,1,0
756,43,self-employed,married,no,no,no,1,1,0
757,42,unemployed,married,yes,yes,no,1,1,0
758,46,management,divorced,no,no,no,2,0,0
759,43,technician,married,no,no,no,1,0,0
760,51,blue-collar,married,no,yes,no,2,0,0
761,31,services,married,no,no,no,1,0,0
762,42,management,married,no,no,no,3,0,0
763,37,management,married,no,no,no,10,0,0
764,43,blue-collar,married,no,yes,yes,5,0,0
765,41,blue-collar,married,no,yes,no,1,1,0
766,56,retired,single,no,no,no,1,0,0
767,42,blue-collar,married,no,yes,no,1,0,0
768,44,admin.,married,no,no,no,13,0,0
769,34,admin.,married,no,no,no,3,0,0
770,31,management,married,no,no,no,1,1,0
771,45,admin.,married,no,no,no,3,0,0
772,43,admin.,married,no,yes,no,13,0,0
773,42,blue-collar,married,no,no,no,2,2,0
774,39,blue-collar,married,no,no,no,6,0,0
775,52,blue-collar,single,no,no,no,8,0,0
776,35,blue-collar,married,no,yes,no,1,0,0
777,41,admin.,married,no,yes,no,1,0,0
778,30,blue-collar,married,no,no,yes,1,0,0
779,33,blue-collar,married,no,yes,no,2,0,0
780,29,entrepreneur,married,no,yes,no,1,0,0
781,34,admin.,single,no,no,no,1,0,0
782,35,admin.,single,no,no,yes,1,0,0
783,44,admin.,single,no,yes,no,2,2,0
784,27,student,single,no,no,no,2,0,0
785,49,blue-collar,married,no,no,yes,10,0,0
786,45,technician,married,no,yes,no,3,0,0
787,37,management,married,no,yes,no,1,1,0
788,53,technician,married,no,yes,yes,1,0,0
789,44,housemaid,married,no,yes,yes,4,0,0
790,29,admin.,married,no,yes,no,1,0,0
791,83,retired,divorced,no,no,no,1,1,0
792,32,technician,married,no,no,no,2,0,0
793,32,services,divorced,no,yes,no,3,0,0
794,48,blue-collar,married,no,yes,no,1,0,0
795,42,blue-collar,married,no,yes,no,2,0,0
796,39,technician,married,no,no,no,2,0,0
797,49,technician,married,no,yes,no,2,0,0
798,53,admin.,single,no,yes,no,1,1,0
799,40,admin.,married,no,yes,no,1,1,0
800,42,blue-collar,married,no,no,no,4,0,0
801,24,student,single,no,no,no,2,0,0
802,31,self-employed,married,no,yes,no,1,1,0
803,35,blue-collar,married,no,yes,no,2,0,0
804,47,blue-collar,married,no,yes,yes,1,0,0
805,35,management,married,no,yes,no,2,0,0
806,28,student,single,no,no,no,1,1,0
807,36,technician,single,no,no,no,1,0,0
808,36,entrepreneur,single,no,yes,no,1,0,0
809,32,technician,single,no,yes,yes,3,0,0
810,31,management,married,no,yes,no,5,0,0
811,49,admin.,married,no,yes,no,6,0,0
812,52,technician,married,no,yes,yes,2,1,0
813,53,technician,married,no,no,yes,1,0,0
814,29,technician,single,no,yes,yes,16,0,0
815,28,student,married,no,yes,no,1,0,0
816,28,management,married,no,no,yes,2,0,0
817,36,services,single,no,yes,no,2,0,0
818,50,blue-collar,married,no,yes,no,2,1,0
819,50,admin.,married,no,no,no,2,0,0
820,36,blue-collar,married,no,yes,no,1,0,0
821,42,blue-collar,married,no,yes,no,1,0,0
822,24,services,married,no,yes,no,1,0,0
823,39,housemaid,divorced,no,no,no,2,2,0
824,32,blue-collar,divorced,no,yes,no,3,0,0
825,52,management,divorced,no,yes,no,1,1,0
826,51,entrepreneur,divorced,no,yes,yes,1,0,0
827,42,management,married,no,no,no,1,0,0
828,49,services,married,no,yes,no,1,0,0
829,46,technician,married,no,no,no,2,0,0
830,54,services,divorced,no,no,no,9,0,0
831,33,technician,single,no,yes,no,1,1,0
832,60,retired,married,no,yes,no,1,0,0
833,45,blue-collar,married,no,no,no,1,0,0
834,26,student,single,no,no,no,1,0,0
835,51,services,married,no,yes,no,1,0,0
836,40,unemployed,married,no,yes,no,15,0,0
837,41,management,married,no,yes,no,1,0,0
838,38,technician,married,no,yes,no,5,2,0
839,40,blue-collar,divorced,no,no,no,1,0,0
840,39,technician,married,no,yes,yes,2,0,0
841,56,retired,married,no,no,yes,2,0,0
842,56,blue-collar,married,no,yes,no,1,1,0
843,54,management,divorced,no,no,no,2,0,0
844,41,management,married,no,yes,no,3,0,0
845,32,management,single,yes,yes,no,4,0,0
846,54,technician,married,no,yes,no,2,0,0
847,51,unemployed,married,no,no,yes,1,0,0
848,27,management,divorced,no,no,no,9,0,0
849,41,blue-collar,married,no,no,no,1,0,0
850,48,management,married,no,yes,no,1,0,0
851,54,management,married,no,yes,no,3,0,0
852,69,housemaid,married,no,no,no,2,2,0
853,32,services,single,no,yes,no,1,0,0
854,45,technician,married,no,no,no,3,0,0
855,26,blue-collar,married,yes,yes,no,1,0,0
856,42,blue-collar,married,no,yes,yes,1,0,0
857,38,blue-collar,married,no,no,no,1,0,0
858,34,blue-collar,married,no,yes,yes,2,2,0
859,32,technician,single,no,yes,no,1,0,0
860,25,technician,single,no,yes,yes,1,0,0
861,35,management,married,no,no,yes,2,0,0
862,37,blue-collar,married,no,yes,no,1,0,0
863,35,entrepreneur,married,no,yes,no,1,0,0
864,57,blue-collar,married,no,no,yes,1,0,0
865,36,blue-collar,married,no,yes,no,1,0,0
866,47,technician,divorced,no,yes,no,8,0,0
867,46,blue-collar,divorced,no,yes,yes,1,0,0
868,47,management,married,no,yes,no,1,0,0
869,48,management,married,no,no,no,1,0,0
870,38,blue-collar,married,no,no,no,1,0,0
871,39,management,single,no,yes,no,1,1,0
872,33,management,married,no,no,no,1,0,0
873,33,management,single,no,no,no,2,0,0
874,53,blue-collar,divorced,no,no,no,5,0,0
875,46,admin.,married,no,no,yes,1,0,0
876,26,technician,single,no,yes,no,2,0,0
877,48,management,married,no,no,no,34,0,0
878,55,blue-collar,married,no,no,no,8,0,0
879,39,blue-collar,married,no,yes,no,2,0,0
880,57,blue-collar,married,no,yes,no,1,0,0
881,33,management,single,no,no,yes,3,1,0
882,52,admin.,divorced,no,no,no,1,0,0
883,35,blue-collar,married,no,yes,no,2,0,0
884,27,student,single,no,no,no,1,0,0
885,37,management,single,no,yes,no,2,0,0
886,24,unemployed,single,no,no,no,3,0,0
887,55,services,married,no,no,no,2,0,0
888,46,management,married,no,yes,no,1,0,0
889,33,blue-collar,married,no,yes,no,6,0,0
890,32,management,single,no,yes,no,1,0,0
891,25,admin.,single,no,no,no,14,0,0
892,45,retired,divorced,no,yes,no,2,0,0
893,39,blue-collar,married,no,yes,no,1,0,0
894,34,management,single,no,no,no,4,0,0
895,33,technician,married,no,yes,yes,4,0,0
896,30,services,single,no,no,yes,1,0,0
897,34,technician,married,no,yes,no,1,0,0
898,35,unemployed,married,no,yes,no,2,0,0
899,36,technician,single,no,no,no,4,0,0
900,58,services,married,no,no,no,2,0,0
901,54,blue-collar,married,no,yes,no,1,0,0
902,43,retired,married,no,no,no,3,0,0
903,60,retired,married,no,no,no,4,0,0
904,51,blue-collar,married,no,yes,no,3,0,0
905,38,technician,married,no,yes,yes,2,0,0
906,59,admin.,married,no,no,no,1,0,0
907,52,management,married,no,no,no,2,0,0
908,60,management,married,no,no,no,4,4,0
909,32,unemployed,married,no,no,no,5,0,0
910,57,admin.,married,no,no,no,2,0,0
911,46,unemployed,single,no,no,no,1,0,0
912,34,admin.,married,no,yes,no,2,2,0
913,38,admin.,married,no,yes,no,2,0,0
914,40,management,married,no,no,yes,4,0,0
915,44,management,divorced,no,no,no,10,0,0
916,32,technician,single,no,no,no,1,0,0
917,38,blue-collar,divorced,no,yes,no,1,0,0
918,36,management,married,no,no,no,3,0,0
919,31,housemaid,married,no,no,no,1,0,0
920,45,blue-collar,single,no,yes,no,1,0,0
921,35,entrepreneur,married,no,no,yes,1,0,0
922,41,technician,single,no,no,no,6,0,0
923,44,services,divorced,no,yes,no,1,1,0
924,56,management,single,no,no,no,1,1,0
925,31,technician,single,no,no,no,9,0,0
926,29,unemployed,single,no,no,no,1,0,0
927,41,technician,single,no,no,no,1,0,0
928,36,technician,married,no,no,no,2,0,0
929,56,technician,married,no,yes,no,1,1,0
930,60,technician,divorced,no,yes,no,1,0,0
931,61,technician,married,no,no,no,2,0,0
932,75,retired,married,no,no,no,1,1,0
933,38,blue-collar,married,no,yes,no,2,0,0
934,44,technician,married,no,yes,no,2,0,0
935,47,management,divorced,no,yes,no,2,0,0
936,34,management,married,no,no,no,1,0,0
937,43,management,married,no,yes,no,3,3,0
938,39,blue-collar,married,no,yes,no,2,0,0
939,26,blue-collar,single,no,yes,yes,5,0,0
940,29,services,single,no,yes,no,5,0,0
941,42,technician,married,no,yes,no,1,1,0
942,38,management,married,no,no,no,10,0,0
943,37,services,married,no,yes,no,1,0,0
944,45,self-employed,married,no,yes,no,2,0,0
945,25,technician,single,no,yes,no,4,0,0
946,50,technician,divorced,no,yes,no,1,0,0
947,37,blue-collar,married,no,no,no,4,0,0
948,29,blue-collar,single,no,no,no,1,0,0
949,36,blue-collar,married,no,yes,no,2,0,0
950,53,services,married,no,yes,no,1,0,0
951,72,unknown,married,no,no,no,3,0,0
952,51,management,married,no,yes,no,2,0,0
953,25,admin.,single,no,no,no,2,0,0
954,51,management,married,no,yes,no,2,2,0
955,49,self-employed,married,no,yes,no,2,0,0
956,23,services,single,no,yes,no,2,0,0
957,41,admin.,married,no,yes,no,3,0,0
958,44,management,single,no,no,no,2,0,0
959,44,blue-collar,divorced,no,yes,no,2,0,0
960,39,admin.,married,no,no,no,9,0,0
961,39,management,married,no,yes,no,1,0,0
962,52,housemaid,married,no,yes,no,3,3,0
963,48,blue-collar,married,no,yes,no,2,0,0
964,59,blue-collar,divorced,no,yes,no,1,0,0
965,37,technician,married,no,yes,yes,6,0,0
966,24,student,single,no,no,no,1,0,0
967,53,blue-collar,married,no,yes,no,1,1,0
968,38,technician,married,no,yes,no,10,0,0
969,35,management,married,no,yes,yes,1,0,0
970,33,blue-collar,married,yes,yes,yes,1,0,0
971,57,blue-collar,married,no,yes,no,1,0,0
972,43,technician,divorced,no,yes,no,1,0,0
973,50,blue-collar,married,yes,yes,no,2,0,0
974,58,entrepreneur,married,no,yes,no,5,0,0
975,30,services,single,no,yes,no,2,0,0
976,29,technician,single,no,yes,no,1,0,0
977,44,blue-collar,married,no,yes,yes,3,0,0
978,39,technician,married,no,no,no,2,0,0
979,51,blue-collar,married,no,yes,no,5,0,0
980,37,blue-collar,married,no,no,no,2,0,0
981,30,technician,single,no,no,no,1,0,0
982,50,technician,married,no,no,yes,1,0,0
983,31,management,single,no,no,no,2,0,0
984,31,self-employed,married,no,no,yes,16,0,0
985,30,technician,single,no,yes,no,1,0,0
986,25,student,single,no,yes,no,1,0,0
987,45,blue-collar,married,no,yes,no,7,0,0
988,55,unemployed,single,no,no,no,5,0,0
989,29,management,single,no,yes,no,2,0,0
990,38,admin.,married,no,yes,no,3,0,0
991,35,admin.,divorced,no,no,no,3,0,0
992,38,management,single,no,yes,yes,1,1,0
993,35,blue-collar,married,no,yes,no,1,0,0
994,43,unemployed,divorced,no,no,no,2,1,0
995,56,blue-collar,married,no,no,no,4,0,0
996,26,blue-collar,single,no,yes,no,2,0,0
997,56,services,divorced,no,yes,no,2,2,0
998,28,blue-collar,married,no,yes,no,2,0,0
999,60,services,married,no,no,no,1,1,0
1000,45,technician,married,no,yes,no,1,0,0
1001,37,admin.,married,no,yes,no,2,0,0
1002,20,student,single,no,no,no,5,5,0
1003,47,unknown,married,no,no,no,2,0,0
1004,42,blue-collar,married,no,yes,yes,3,0,0
1005,28,blue-collar,married,no,yes,no,2,0,0
1006,32,management,divorced,no,no,yes,5,0,0
1007,38,blue-collar,married,no,yes,no,2,0,0
1008,52,services,divorced,no,yes,no,2,0,0
1009,41,management,married,no,yes,no,1,0,0
1010,50,management,married,no,yes,no,2,0,0
1011,38,technician,married,no,yes,yes,1,0,0
1012,48,admin.,single,no,yes,yes,3,0,0
1013,41,management,married,no,yes,no,2,0,0
1014,37,management,single,no,yes,no,1,0,0
1015,41,entrepreneur,married,no,yes,no,1,0,0
1016,37,management,single,no,no,no,2,0,0
1017,30,technician,single,no,no,no,1,0,0
1018,47,technician,divorced,no,no,no,2,0,0
1019,37,technician,married,no,yes,no,3,0,0
1020,38,blue-collar,married,no,yes,no,2,1,0
1021,56,services,married,no,no,yes,1,0,0
1022,35,blue-collar,married,no,yes,no,2,0,0
1023,53,management,married,no,yes,no,1,0,0
1024,40,technician,married,no,yes,no,1,0,0
1025,38,blue-collar,single,no,yes,no,1,1,0
1026,44,blue-collar,married,no,no,yes,5,0,0
1027,33,management,single,no,no,no,3,0,0
1028,83,retired,married,no,no,no,1,0,0
1029,34,self-employed,single,no,yes,no,1,0,0
1030,52,technician,married,no,yes,no,1,0,0
1031,38,admin.,married,no,yes,no,3,0,0
1032,32,technician,married,no,no,no,1,1,0
1033,33,management,single,no,yes,no,1,0,0
1034,50,blue-collar,married,no,yes,no,1,0,0
1035,36,management,single,no,no,no,2,0,0
1036,47,services,married,no,yes,no,1,0,0
1037,29,blue-collar,single,no,yes,no,1,1,0
1038,58,technician,married,no,no,no,4,0,0
1039,47,unknown,married,no,no,no,1,0,0
1040,33,management,married,no,yes,no,1,0,0
1041,27,entrepreneur,married,no,yes,no,4,0,0
1042,32,blue-collar,single,no,no,no,1,0,0
1043,53,blue-collar,married,no,yes,no,2,0,0
1044,40,technician,married,no,yes,no,2,0,0
1045,55,management,married,no,yes,no,6,6,0
1046,34,blue-collar,married,no,yes,yes,2,2,0
1047,34,management,married,no,no,no,1,0,0
1048,43,entrepreneur,single,no,no,no,1,0,0
1049,37,admin.,married,no,yes,no,1,0,0
1050,54,admin.,divorced,no,yes,no,2,0,0
1051,39,blue-collar,married,no,no,no,1,0,0
1052,33,management,married,no,yes,no,2,2,0
1053,42,technician,married,no,yes,yes,7,2,0
1054,53,admin.,married,no,no,yes,2,0,0
1055,37,services,single,no,yes,no,1,0,0
1056,30,management,married,no,yes,no,2,2,0
1057,34,blue-collar,married,no,yes,no,5,0,0
1058,43,blue-collar,married,no,yes,no,6,0,0
1059,37,technician,married,no,yes,no,1,1,0
1060,40,self-employed,married,no,yes,no,1,0,0
1061,34,blue-collar,single,no,no,no,3,0,0
1062,42,housemaid,divorced,no,no,no,2,0,0
1063,56,services,married,no,yes,no,1,1,0
1064,30,technician,single,no,yes,no,3,0,0
1065,24,blue-collar,single,no,yes,no,1,0,0
1066,39,admin.,divorced,no,no,yes,27,0,0
1067,40,blue-collar,married,no,yes,no,5,0,0
1068,58,management,married,no,no,no,2,2,0
1069,48,technician,married,no,no,no,4,0,0
1070,42,admin.,single,no,yes,no,1,1,0
1071,40,management,single,no,yes,no,2,2,0
1072,30,technician,single,no,yes,no,1,0,0
1073,54,admin.,married,no,no,no,2,0,0
1074,39,self-employed,married,no,no,no,1,0,0
1075,35,blue-collar,married,no,yes,no,2,2,0
1076,36,technician,married,no,no,no,4,0,0
1077,31,technician,single,no,yes,no,3,0,0
1078,27,unemployed,married,no,yes,no,3,0,0
1079,28,management,single,no,yes,no,2,0,0
1080,31,technician,married,no,yes,yes,2,0,0
1081,44,blue-collar,married,no,yes,no,2,0,0
1082,34,technician,married,no,no,no,3,0,0
1083,57,technician,divorced,no,yes,no,2,0,0
1084,41,management,married,no,no,no,2,0,0
1085,55,services,married,no,yes,no,2,0,0
1086,45,admin.,married,no,no,no,2,0,0
1087,47,housemaid,divorced,no,no,no,5,0,0
1088,54,retired,married,no,no,no,3,0,0
1089,44,technician,married,no,yes,no,4,0,0
1090,38,blue-collar,married,no,yes,no,3,0,0
1091,39,blue-collar,divorced,no,yes,no,3,0,0
1092,43,blue-collar,divorced,no,yes,no,3,0,0
1093,40,management,married,no,yes,no,1,1,0
1094,46,management,married,no,no,no,3,0,0
